movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,genre
"[7, 18]",190,Henry V (1989),https://images-na.ssl-images-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0097499/?ref_=fn_al_tt_1,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",7.5,29K,['Kenneth Branagh'],"['William Shakespeare', 'Kenneth Branagh']","['Kenneth Branagh', 'Derek Jacobi', 'Simon Shepherd', 'James Larkin', 'Brian Blessed', 'James Simmons', 'Paul Gregory', 'Charles Kay', 'Alec McCowen', 'Fabian Cartwright', 'Stephen Simms', 'Jay Villiers', 'Edward Jewesbury', 'Ian Holm', 'Danny Webb', 'Jimmy Yuill', 'John Sessions', 'Shaun Prendergast']",PG-13,1989.0,2h 17min,[]
"[0, 14, 16]",568,Speed (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0111257/?ref_=fn_al_tt_1,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,7.2,345K,['Jan de Bont'],['Graham Yost'],"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Joe Morton', 'Jeff Daniels', 'Alan Ruck', 'Glenn Plummer', 'Richard Lineback', 'Beth Grant', 'Hawthorne James', 'Carlos Carrasco', 'David Kriegel', 'Natsuko Ohama', 'Daniel Villarreal', 'Simone Gad', 'Loretta Jean', 'Sherri Villanueva', 'Margaret Medina']",R,1994.0,1h 56min,[]
"[0, 1, 3, 15]",398,Super Mario Bros. (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMzRmNGY0NTctYTNkNC00M2FkLWI0ZTgtYTE5ODhiZjYxMDkxXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0108255/?ref_=fn_al_tt_1,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",4.1,52K,"['Annabel Jankel', 'Rocky Morton']","['Parker Bennett', 'Terry Runte', 'Ed Solomon']","['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper', 'Samantha Mathis', 'Fisher Stevens', 'Richard Edson', 'Fiona Shaw', 'Dana Kaminski', 'Mojo Nixon', 'Gianni Russo', 'Francesca P. Roberts', 'Lance Henriksen', 'Sylvia Harman', 'Desiree Marie Velez', 'Andrea Powell', 'Heather Pendergast', 'Melanie Salvatore', 'John Fifer']",PG,1993.0,1h 44min,[]
[14],1340,"Crude Oasis, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNzY5NjIzMl5BMl5BanBnXkFtZTcwODMwMTYyMQ@@..jpg,http://www.imdb.com/title/tt0112746/?ref_=fn_al_tt_1,"Lonely Kansas housewife Karen Webb despondent about her love life, her husband Jim Webb coldness and philandering, has a strong urge to change her future. Karen discovers the truth about Jim and sets out to commit suicide by carbon monoxide poisoning in her garage, but her three dollar daily allowance for gasoline runs out before she expires. During one of her gas station refills, she spots a different type who catches her fancy in Harley Underwood and sets her sights on him.",4.8,113,['Alex Graves'],['Alex Graves'],"['Jennifer Taylor', 'Aaron Shields', 'Robert Peterson', 'Michael Sibay', 'Lynn Bieler', 'Roberta Eaton', 'Anna Roedel', 'Dean Roedel', 'Scott McPhail', 'Grace Kassabaum', 'Dean Roedel Sr.', 'David Powell', 'Lucy Burlingame', 'Kirk Kinsinger', 'Kelly Lima', 'Amy Wilson', 'Sid Ziegler', 'Sherry Clymer']",R,1993.0,1h 21min,[]
[7],1440,Above the Rim (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BNDE5M2I4OWEtZDUyMS00ODYwLTkxNWYtZmNlNjEzOWRlYjc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0109035/?ref_=fn_al_tt_1,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",6.6,15K,['Jeff Pollack'],"['Jeff Pollack', 'Benny Medina', 'Barry Michael Cooper']","['Duane Martin', 'Tupac Shakur', 'Leon', 'David Bailey', 'Tonya Pinkins', 'Marlon Wayans', 'Bernie Mac', 'Byron Minns', 'Wood Harris', 'Shawn Michael Howard', 'Henry Simmons', 'Iris Little Thomas', 'Michael Rispoli', 'Eric Nies', 'Bill Rafferty', 'James Williams', 'Richard Ray Kirkland', 'Tyrone Batista']",R,1994.0,1h 36min,[]
[7],868,Hearts and Minds (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNjc4MTg3MjM5OV5BMl5BanBnXkFtZTYwOTc2MTQ2..jpg,http://www.imdb.com/title/tt0540247/?ref_=fn_al_tt_1,"Aaron and psychiatrist Bix Konstadt plan to operate on a young boy with obsessive compulsive disorder in an attempt to cure him. Aaron worries when Bix admits she's a manic depressive off her medication. Watters, Nyland and Kronk have their hands full with a woman who may have been abducted by aliens. Heart transplant recipient Henry Alden (#34) is brought in complaining of pain. Alden insists on speaking to Robert Malzone, the husband of the woman who donated the heart.",6.6,23,['Martin Davidson'],"['David E. Kelley', 'John Tinker']","['Adam Arkin', 'Christine Lahti', 'Jamey Sheridan', 'Roxanne Hart', 'Peter Berg', 'Thomas Gibson', 'Vondie Curtis-Hall', 'Jayne Brook', 'Hector Elizondo', 'Kathy Najimy', 'Robert Clohessy', 'Christina Solis', 'Tony Amendola', 'Nathan Watt', 'Dan Lauria', 'Lance August', 'Helena Apothaker', 'Luchy Garcia']",,,,[]
"[13, 16]",1042,Just Cause (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMzNlNzEyMDEtMjM0Yi00YjNiLWI4YmItNjFjZWQ2MWUxMTZiXkEyXkFqcGdeQXVyNjUwNzk3NDc@..jpg,http://www.imdb.com/title/tt0113501/?ref_=fn_al_tt_1,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,6.4,26K,['Arne Glimcher'],"['John Katzenbach', 'Jeb Stuart', 'Peter Stone']","['Sean Connery', 'Laurence Fishburne', 'Kate Capshaw', 'Blair Underwood', 'Ed Harris', 'Christopher Murray', 'Ruby Dee', 'Scarlett Johansson', 'Daniel J. Travanti', 'Ned Beatty', 'Liz Torres', 'Lynne Thigpen', 'Taral Hicks', 'Victor Slezak', 'Kevin McCarthy', 'Hope Lange', 'Chris Sarandon', 'George Plimpton']",R,1995.0,1h 42min,[]
[4],1507,Three Lives and Only One Death (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BOWE5MWYwYjYtY2RlOS00Yzk1LThkYWYtZWJkNzcxMjE5NjBhXkEyXkFqcGdeQXVyMTAxMDQ0ODk@..jpg,http://www.imdb.com/title/tt0117968/?ref_=fn_al_tt_1,"Take a walk into the dreamlike world of filmmaker Raul Ruiz as he takes us to Paris for a twisting ride. Four strangely symmetrical stories unfold involving love, lust, crime, and time.",6.9,1.3K,['Raúl Ruiz'],"['Pascal Bonitzer', 'Raúl Ruiz']","['Marcello Mastroianni', 'Anna Galiena', 'Marisa Paredes', 'Melvil Poupaud', 'Chiara Mastroianni', 'Arielle Dombasle', 'Féodor Atkine', 'Jean-Yves Gautier', 'Jacques Pieiller', 'Pierre Bellemare', 'Smaïn', 'Lou Castel', 'Roland Topor', 'Jacques Delpi', 'Jean Badin', 'Monique Mélinand', 'Bastien Vincent', 'Martine Borg']",,1996.0,2h 3min,[]
"[5, 16]",583,Romeo Is Bleeding (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BOTkzZmM5YjUtNDE3MS00ZTdjLWFmMTMtNzUyOTVjYmJjY2ZmXkEyXkFqcGdeQXVyMTE2OTg4Mjg@..jpg,http://www.imdb.com/title/tt0107983/?ref_=fn_al_tt_1,"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster.",6.6,14K,['Peter Medak'],['Hilary Henkin'],"['Gary Oldman', 'Lena Olin', 'Wallace Wood', 'Juliette Lewis', 'David Proval', 'Will Patton', 'Gene Canfield', 'Larry Joshua', 'Michael Wincott', 'William Duff-Griffin', 'James Cromwell', 'Paul Butler', 'Annabella Sciorra', 'Tony Sirico', 'Victoria Bastel', 'Katrina Rae', 'Joe Paparone', 'Owen Hollander']",R,1993.0,1h 50min,[]
"[7, 14]",704,"House of the Spirits, The (1993)",https://images-na.ssl-images-amazon.com/images/M/MV5BOWRmNjFkOGQtNjk1MC00OWM0LWE3YjItNWIxNWM5MjYzZjcxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,http://www.imdb.com/title/tt0107151/?ref_=fn_al_tt_1,"A rancher, his clairvoyant wife and their family face turbulent years in South America in this adaptation of Isabel Allende's best-seller.",6.9,22K,['Bille August'],"['Isabel Allende', 'Bille August']","['Jeremy Irons', 'Meryl Streep', 'Maria Conchita Alonso', 'António Assunção', 'Julie Balloo', 'Frank Baker', 'Antonio Banderas', 'João Cabral', 'Carlos César', 'Sarita Choudhury', 'Rogério Claro', 'Edith Clement', 'Glenn Close', 'Miriam Colon', 'Oscar A. Colon', 'Franco Diogent', 'Pedro Efe', 'Fran Fullenwider']",R,1993.0,2h 20min,[]
"[0, 3]",374,Mighty Morphin Power Rangers: The Movie (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNTVkYWU5MzgtZDVjMS00YTJhLWFmMWQtZTU1NDYzZjgwYzhlXkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,http://www.imdb.com/title/tt0113820/?ref_=fn_al_tt_1,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",5.2,27K,['Bryan Spicer'],"['John Kamps', 'Arne Olsen']","['Karan Ashley', 'Johnny Yong Bosch', 'Steve Cardenas', 'Jason David Frank', 'Amy Jo Johnson', 'David Yost', 'Paul Schrier', 'Jason Narvy', 'Paul Freeman', 'Gabrielle Fitzpatrick', 'Nicholas Bell', 'Peta-Marie Rixon', 'Jean Paul Bell', 'Kerry Casey', 'Mark Ginther', 'Julia Cortez', 'Jamie Croft', 'Paul Pantano']",PG,1995.0,1h 35min,[]
"[4, 7]",47,Ed Wood (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0109707/?ref_=fn_al_tt_1,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",7.8,171K,['Tim Burton'],"['Rudolph Grey', 'Scott Alexander', 'Larry Karaszewski']","['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Jeffrey Jones', 'G.D. Spradlin', ""Vincent D'Onofrio"", 'Bill Murray', 'Mike Starr', 'Max Casella', 'Brent Hinkley', 'Lisa Marie', ""George 'The Animal' Steele"", 'Juliet Landau', 'Clive Rosengren', 'Norman Alden', 'Leonard Termo', 'Ned Bellamy']",R,1994.0,2h 7min,[]
"[0, 16]",226,Die Hard 2 (1990),https://images-na.ssl-images-amazon.com/images/M/MV5BMzMzYzk3ZTEtZDg0My00MTY5LWE3ZmQtYzNhYjhjN2RhZGRjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0099423/?ref_=fn_al_tt_1,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",7.1,348K,['Renny Harlin'],"['Steven E. de Souza', 'Doug Richardson', 'Walter Wager']","['Bruce Willis', 'William Atherton', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Franco Nero', 'William Sadler', 'John Amos', 'Dennis Franz', 'Art Evans', 'Fred Thompson', 'Tom Bower', 'Sheila McCarthy', 'Don Harvey', 'Tony Ganios', 'Peter Nelson', 'Robert Patrick', 'Mick Cunningham', 'John Leguizamo']",R,1990.0,2h 4min,[]
"[0, 7, 16]",1491,Tough and Deadly (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5OTQxMjc5NF5BMl5BanBnXkFtZTcwOTY0NTQyMQ@@..jpg,http://www.imdb.com/title/tt0114706/?ref_=fn_al_tt_1,"Elmo Freech is a private investigator and was contracted by John Portland, a CIA agent who suffers amnesia, in oder to reveale a dubious case of drug smuggling in which are involved big fishes of the CIA and from Washington.",5.8,489,['Steve Cohen'],"['Steve Cohen', 'Otto C. Pozzo']","['Billy Blanks', 'Roddy Piper', 'Richard Norton', 'Charles Kahlenberg', 'James Karen', 'Gary Kasper', 'Sal Landi', 'Phil Morris', 'Lisa Stahl', 'Brant von Hoffman', 'Frank Di Paolo', 'Ronald E. House', 'Lisa Comshaw', 'Robert Werhan', 'Ed Berke', 'Wendy Oates', 'Kimberley Simms', 'Jack Serino']",,,,[]
[7],1623,"Cérémonie, La (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTUzNzI0Nl5BMl5BanBnXkFtZTcwNzM1MDYyMQ@@..jpg,http://www.imdb.com/title/tt0112769/?ref_=fn_al_tt_1,A newly hired maid for a rich countryside family befriends a post-office clerk who encourages her to rebel against her employers.,7.5,11K,['Claude Chabrol'],"['Ruth Rendell', 'Claude Chabrol', 'Caroline Eliacheff']","['Isabelle Huppert', 'Sandrine Bonnaire', 'Jacqueline Bisset', 'Jean-Pierre Cassel', 'Virginie Ledoyen', 'Valentin Merlet', 'Julien Rochefort', 'Dominique Frot', 'Jean-François Perrier', 'Ludovic Brillant', 'Claire Chiron', 'Claire-Marie Dentraygues', 'Jean-Pierre Descheix', 'Penny Fairclough', 'Alain Françoise', 'David Gabison', 'Pierre Gondard', 'Claire Ifrane']",Not Rated,1995.0,1h 52min,[]
"[3, 4]",932,First Kid (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMzE1NDMyODA2NF5BMl5BanBnXkFtZTcwNzM3NDYxMQ@@..jpg,http://www.imdb.com/title/tt0116311/?ref_=fn_al_tt_1,"A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",5.3,11K,['David Mickey Evans'],['Tim Kelleher'],"['Sinbad', 'Brock Pierce', 'Blake Boyd', 'Timothy Busfield', 'Art LaFleur', 'Robert Guillaume', 'Lisa Eichhorn', 'James Naughton', 'Fawn Reed', 'Erin Williby', 'Zachery Ty Bryan', 'Michael Krawic', 'Bill Cobbs', 'Jemar Jefferson', 'Daniel Baron', 'Joe Inscoe', 'J. Michael Hunter', 'Tomas Arana']",PG,1996.0,1h 41min,[]
"[4, 14]",873,Picture Perfect (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BY2UwN2E0ZGItYmM3NC00ODVkLTkxOGItNGQ1NDMxMDdiMjQ0XkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,http://www.imdb.com/title/tt0119896/?ref_=fn_al_tt_1,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",5.5,20K,['Glenn Gordon Caron'],"['Arleen Sorkin', 'Paul Slansky', 'May Quigley']","['Jennifer Aniston', 'Jay Mohr', 'Kevin Bacon', 'Olympia Dukakis', 'Illeana Douglas', 'Kevin Dunn', 'Anne Twomey', 'Faith Prince', 'John Rothman', 'Meg Gibson', 'Paul Cassell', 'Ivar Brogger', 'Peter McRobbie', 'Bray Poor', 'Daryl Edwards', 'Jenna Stern', 'Bellina Logan', 'Sean Patrick Thomas']",PG-13,1997.0,1h 41min,[]
[7],506,Rebel Without a Cause (1955),https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNWIwYzAtMWVhZi00YzQ2LTlmNGYtOTg3NDdkNTRjOWI2XkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0048545/?ref_=fn_al_tt_1,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",7.7,87K,['Nicholas Ray'],"['Stewart Stern', 'Irving Shulman', 'Nicholas Ray']","['James Dean', 'Natalie Wood', 'Sal Mineo', 'Jim Backus', 'Ann Doran', 'Corey Allen', 'William Hopper', 'Rochelle Hudson', 'Dennis Hopper', 'Edward Platt', 'Steffi Sidney', 'Marietta Canty', 'Virginia Brissac', 'Beverly Long', 'Ian Wolfe', 'Frank Mazzola', 'Robert Foulk', 'Jack Simmons']",PG-13,1955.0,1h 51min,[]
"[4, 14]",785,Only You (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMmEzOWI2YTUtMDNkNS00MDRlLWFmMTctNDAyNTdiYjU5MDZiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0110737/?ref_=fn_al_tt_1,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy.",6.5,22K,['Norman Jewison'],['Diane Drake'],"['Marisa Tomei', 'Robert Downey Jr.', 'Bonnie Hunt', 'Joaquim de Almeida', 'Fisher Stevens', 'Billy Zane', 'Adam LeFevre', 'John Benjamin Hickey', 'Siobhan Fallon Hogan', 'Antonia Rey', 'Phyllis Newman', 'Denise Du Maurier', 'Tammy Minoff', 'Harry Barandes', 'Jessica Hertel', 'Rick Applegate', 'Marc Field', 'Bob Tracey']",PG,1994.0,1h 49min,[]
"[0, 1, 15]",449,Star Trek: The Motion Picture (1979),https://images-na.ssl-images-amazon.com/images/M/MV5BNzNlMzNlNmQtNmYzNS00YmU5LWIzYWQtMDRkYzIzNzEzOTIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0079945/?ref_=fn_al_tt_1,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",6.4,86K,['Robert Wise'],"['Gene Roddenberry', 'Harold Livingston', 'Alan Dean Foster']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Majel Barrett', 'Walter Koenig', 'Nichelle Nichols', 'Persis Khambatta', 'Stephen Collins', 'Grace Lee Whitney', 'Mark Lenard', 'Billy Van Zandt', 'Roger Aaron Brown', 'Gary Faga', 'David Gautreaux', 'John Gowans', 'Howard Itzkowitz']",G,1979.0,2h 12min,[]
[10],666,Blood For Dracula (Andy Warhol's Dracula) (1974),https://images-na.ssl-images-amazon.com/images/M/MV5BNWJhYzJlOTUtODgyOS00MzRkLThkYTQtZGRkMjkxYjU2YzNkXkEyXkFqcGdeQXVyMjI4MjA5MzA@..jpg,http://www.imdb.com/title/tt0071233/?ref_=fn_al_tt_1,An ailing vampire count travels to Italy with his servant to find a bride.,6.2,5.5K,['Paul Morrissey'],"['Paul Morrissey', 'Pat Hackett', 'Bram Stoker']","['Joe Dallesandro', 'Udo Kier', 'Vittorio De Sica', 'Maxime McKendry', 'Arno Jürging', 'Milena Vukotic', 'Dominique Darel', 'Stefania Casini', 'Silvia Dionisio', 'Inna Alexeievna', 'Gil Cagne', 'Emi Califri', 'Eleonora Zani', 'Giorgio Dolfin', 'Stefano Oppedisano', 'Roman Polanski']",R,1974.0,1h 46min,[]
[4],745,"Ruling Class, The (1972)",https://images-na.ssl-images-amazon.com/images/M/MV5BZmQyZDI5ZmItZGExNy00YzJmLWE3NmYtNTBiMjcwMWFkNzkxXkEyXkFqcGdeQXVyMjI4MjA5MzA@..jpg,http://www.imdb.com/title/tt0069198/?ref_=fn_al_tt_1,"A member of the House of Lords dies, leaving his estate to his son. Unfortunately, his son thinks he is Jesus Christ. Their other, somewhat more respectable, family members plot to steal the estate from him; murder and mayhem ensue.",7.4,6.1K,['Peter Medak'],['Peter Barnes'],"[""Peter O'Toole"", 'Alastair Sim', 'Arthur Lowe', 'Hugh Owens', 'Harry Andrews', 'William Mervyn', 'Coral Browne', 'James Villiers', 'Hugh Burden', 'Michael Bryant', 'Henry Woolf', 'Griffith Davies', 'Oliver MacGreevy', 'Kay Walsh', 'Patsy Byrne', 'Carolyn Seymour', 'Neil Kennedy', 'Nigel Green']",PG,1972.0,2h 34min,[]
"[0, 1, 19]",562,"Quick and the Dead, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMmRjOGVlNmMtMzgzOS00OGVjLWI5Y2MtYzdiOWIyZTFjM2M4XkEyXkFqcGdeQXVyNDEzNjMzNjk@..jpg,http://www.imdb.com/title/tt7221904/?ref_=fn_al_tt_1,MrSheltonTV takes a look at The Quick and the Dead (1995).,,,['John H. Shelton'],['John H. Shelton'],['John H. Shelton'],,,,[]
[4],995,"Kiss Me, Guido (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BMzMyNTE4Mjk4MF5BMl5BanBnXkFtZTcwNTMwMjEyMQ@@..jpg,http://www.imdb.com/title/tt0119465/?ref_=fn_al_tt_1,"Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza baker (and aspiring actor), decides to move out of his family's flat in The Bronx when he comes home one evening and walks in on his brother making love to Frankie's girlfriend. Frankie checks ads for roommates in ""the city"" (i.e., Manhattan), notices Warren's ad and decides to answer it, reasoning that GWM stands for ""Guy With Money.""",6.1,2K,['Tony Vitale'],['Tony Vitale'],"['Nick Scotti', 'Anthony Barrile', 'Anthony DeSando', 'Craig Chester', 'Domenick Lombardozzi', 'Molly Price', 'Christopher Lawford', 'David Deblinger', 'John Tormey', 'Antonia Rey', 'Jennifer Esposito', 'Anthony Vitale', 'Frankie Dellarosa', 'Rebecca Waxman', 'Tony Ray Rossi', 'Dwight Ewell', 'Marcia Firesten', 'Bryan Batt']",R,1997.0,1h 26min,[]
[7],58,Quiz Show (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0110932/?ref_=fn_al_tt_1,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",7.5,67K,['Robert Redford'],"['Paul Attanasio', 'Richard N. Goodwin']","['Ralph Fiennes', 'John Turturro', 'Rob Morrow', 'Paul Scofield', 'David Paymer', 'Hank Azaria', 'Christopher McDonald', 'Johann Carlo', 'Elizabeth Wilson', 'Allan Rich', 'Mira Sorvino', 'George Martin', 'Paul Guilfoyle', 'Griffin Dunne', 'Michael Mantell', 'Byron Jennings', 'Ben Shenkman', 'Timothy Busfield']",PG-13,1994.0,2h 13min,[]
"[3, 7, 8, 15]",423,E.T. the Extra-Terrestrial (1982),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0083866/?ref_=fn_al_tt_1,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,7.8,388K,['Steven Spielberg'],['Melissa Mathison'],"['Henry Thomas', 'Drew Barrymore', 'Peter Coyote', 'Dee Wallace', 'Robert MacNaughton', 'K.C. Martel', 'Sean Frye', 'C. Thomas Howell', 'Erika Eleniak', ""David M. O'Dell"", 'Richard Swingler', 'Frank Toth', 'Robert Barton', 'Michael Darrell', 'David Berkson', 'David Carlberg', 'Milt Kogan', 'Alexander Lampone']",PG,1982.0,1h 55min,[]
[4],1120,I'm Not Rappaport (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MTczMjgzNF5BMl5BanBnXkFtZTcwNTg2MzYyMQ@@..jpg,http://www.imdb.com/title/tt0116601/?ref_=fn_al_tt_1,"Two old men - a white former radical, and a black retired janitor - strike up an unusual and funny friendship on a park bench in New York, where they deal with family, drug dealers, and the pitfalls of age.",6.5,1.7K,['Herb Gardner'],['Herb Gardner'],"['Walter Matthau', 'Ossie Davis', 'Amy Irving', 'Craig T. Nelson', 'Boyd Gaines', 'Martha Plimpton', 'Guillermo Díaz', 'Elina Löwensohn', 'Ron Rifkin', 'Marin Hinkle', 'Nancy Giles', 'Ranjit Chowdhry', 'Irwin Corey', 'Mina Bern', 'Salem Ludwig', 'Fanni Green', 'Richard Council', 'Shirl Bernheim']",PG-13,1996.0,2h 15min,[]
"[4, 14]",1385,Roseanna's Grave (For Roseanna) (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNDcxNjU2OV5BMl5BanBnXkFtZTcwMDMyMzMzMQ@@..jpg,http://www.imdb.com/title/tt0120034/?ref_=fn_al_tt_1,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.",7.2,3.4K,['Paul Weiland'],['Saul Turteltaub'],"['Jean Reno', 'Mercedes Ruehl', 'Polly Walker', 'Mark Frankel', 'Luigi Diberti', 'Roberto Della Casa', 'Giovanni Pallavicino', 'Jorge Krimer', 'Romano Ghini', 'Giuseppe Cederna', 'Daniele Ferretti', 'Renato Scarpa', 'Trevor Peacock', 'George Rossi', 'Paul Muller', 'Lucia Guzzardi', 'Lidia Biondi', 'Anna Mazzotti']",PG-13,1997.0,1h 38min,[]
